frame,foot_tip_id,x,y,z,distance
107.0,31,0.5909309983253479,0.5340397357940674,-0.0802726075053215,
107.0,32,0.5882161855697632,0.5317248106002808,-0.08308897912502289,5.385164807134504
115.0,31,0.6221750974655151,0.7834978103637695,0.06311463564634323,
115.0,32,0.5439233779907227,0.7393428087234497,0.3418293595314026,157.49285698088025
116.0,31,0.5999270081520081,0.7757897973060608,0.03402290865778923,
116.0,32,0.5435495376586914,0.7395978569984436,0.2512882947921753,114.82595525402782
117.0,31,0.623501181602478,0.7481582164764404,0.03707975521683693,
117.0,32,0.541911780834198,0.7396730184555054,0.22327962517738342,157.31814898478814
118.0,31,0.6404979825019836,0.733742356300354,0.008560556918382645,
118.0,32,0.5362650752067566,0.7440724968910217,0.187554270029068,200.30227157973022
119.0,31,0.6357119083404541,0.7361674904823303,0.007104511372745037,
119.0,32,0.5313287377357483,0.7445307970046997,0.1803005486726761,200.2023975880409
120.0,31,0.6216466426849365,0.7430035471916199,0.006689548492431641,
120.0,32,0.532148540019989,0.7479719519615173,0.19258062541484833,172.07265907168403
121.0,31,0.5986314415931702,0.7476913332939148,-0.0035695263650268316,
121.0,32,0.5374367833137512,0.747671902179718,0.21088933944702148,118.0
122.0,31,0.5657707452774048,0.7480472922325134,0.02210252732038498,
122.0,32,0.5380478501319885,0.7451815605163574,0.2521671950817108,53.08483775994799
123.0,31,0.543816864490509,0.7517520189285278,0.030537612736225128,
123.0,32,0.5350640416145325,0.7450283765792847,0.25876349210739136,18.384776310850235
124.0,31,0.5268336534500122,0.7746438384056091,-0.031179409474134445,
124.0,32,0.5250396132469177,0.7524656057357788,0.18749651312828064,24.186773244895647
125.0,31,0.5103046894073486,0.7904070019721985,-0.06399483233690262,
125.0,32,0.5243913531303406,0.7564236521720886,0.1962374597787857,45.803929962395145
126.0,31,0.48752015829086304,0.7993313074111938,-0.06414096802473068,
126.0,32,0.5261356234550476,0.7387762665748596,0.28290072083473206,99.15644204992432
127.0,31,0.465885728597641,0.8104907870292664,-0.11412187665700912,
127.0,32,0.5247049927711487,0.7348862290382385,0.3271549642086029,139.61733416735902
128.0,31,0.44187813997268677,0.8225046992301941,-0.15167638659477234,
128.0,32,0.5225861072540283,0.733350396156311,0.3112427592277527,182.3211452355431
129.0,31,0.4285596013069153,0.8261868953704834,-0.17304979264736176,
129.0,32,0.5212199091911316,0.7338632941246033,0.29130202531814575,204.16659863944446
130.0,31,0.42444363236427307,0.8309457302093506,-0.14383769035339355,
130.0,32,0.5155401229858398,0.7328672409057617,0.3213561177253723,204.59960899278374
131.0,31,0.42024514079093933,0.8325628638267517,-0.12389255315065384,
131.0,32,0.5132676362991333,0.7330266833305359,0.3240700364112854,209.05740838343903
132.0,31,0.41909167170524597,0.8380350470542908,-0.13179686665534973,
132.0,32,0.5132560729980469,0.7348792552947998,0.31296274065971375,212.8497122384712
133.0,31,0.42019733786582947,0.8417243361473083,-0.1276993453502655,
133.0,32,0.5142537355422974,0.7355135679244995,0.3060181438922882,214.44346574330496
134.0,31,0.42077359557151794,0.8425772190093994,-0.11896660923957825,
134.0,32,0.515069305896759,0.7385097146034241,0.3205108344554901,212.8497122384712
135.0,31,0.42159220576286316,0.8466977477073669,-0.2254011482000351,
135.0,32,0.5181266069412231,0.7413820624351501,0.22215554118156433,217.30393461693234
136.0,31,0.42148298025131226,0.8464601039886475,-0.20659925043582916,
136.0,32,0.5208397507667542,0.7420302629470825,0.21429643034934998,221.92341021172146
137.0,31,0.422648549079895,0.8459969758987427,-0.18508540093898773,
137.0,32,0.519086480140686,0.7401073575019836,0.22655874490737915,217.30393461693234
138.0,31,0.4266166687011719,0.8436239361763,-0.1841922104358673,
138.0,32,0.5181048512458801,0.7402453422546387,0.21264560520648956,207.77150911518163
139.0,31,0.4277549684047699,0.8426360487937927,-0.03172649070620537,
139.0,32,0.5179955959320068,0.7399753928184509,0.28626468777656555,205.54804791094466
140.0,31,0.4286041557788849,0.8430127501487732,0.04079139605164528,
140.0,32,0.5088304281234741,0.738281786441803,0.34287723898887634,191.01047091717248
141.0,31,0.42926520109176636,0.8450242877006531,0.026994694024324417,
141.0,32,0.4871196150779724,0.7312652468681335,0.3955560624599457,165.6804152578089
142.0,31,0.4314829409122467,0.8447057604789734,0.08822786808013916,
142.0,32,0.4734635055065155,0.7255090475082397,0.39397621154785156,152.32202729743324
143.0,31,0.43167969584465027,0.8422194719314575,-0.0003458388091530651,
143.0,32,0.4567415118217468,0.7226187586784363,0.35013601183891296,137.64083696345355
144.0,31,0.4317723512649536,0.8241724371910095,0.040282901376485825,
144.0,32,0.42729225754737854,0.7494766116142273,0.3483436703681946,81.49846624323675
145.0,31,0.4272141754627228,0.8256118297576904,-0.06689775735139847,
145.0,32,0.42089012265205383,0.7790893316268921,0.18967768549919128,51.419840528729765
146.0,31,0.4213005602359772,0.8316142559051514,-0.17306143045425415,
146.0,32,0.3967243731021881,0.7964223623275757,0.09171112626791,60.440052945046304
147.0,31,0.4230370819568634,0.8380847573280334,-0.11455326527357101,
147.0,32,0.3693520426750183,0.7954372763633728,0.1749991923570633,112.80514172678478
148.0,31,0.42384088039398193,0.8408499956130981,-0.1238299310207367,
148.0,32,0.3462957441806793,0.8003798127174377,0.15652483701705933,155.36087023443193
149.0,31,0.42456334829330444,0.8465492725372314,-0.14139875769615173,
149.0,32,0.3686842620372772,0.7940237522125244,0.1564003825187683,122.11879462228572
150.0,31,0.4247710108757019,0.8501623272895813,-0.15180619060993195,
150.0,32,0.4106381833553314,0.7398940324783325,0.3033989369869232,122.0245876862528
151.0,31,0.425840824842453,0.8533545136451721,-0.24243593215942383,
151.0,32,0.4419560134410858,0.7450425624847412,0.14698709547519684,121.03718436910205
152.0,31,0.42642655968666077,0.8530043363571167,-0.20432856678962708,
152.0,32,0.4365270435810089,0.803263247013092,0.061123427003622055,57.584720195551874
153.0,31,0.4266098141670227,0.8536341190338135,-0.19376294314861298,
153.0,32,0.4369199872016907,0.819027841091156,0.023508666083216667,41.593268686170845
154.0,31,0.42677345871925354,0.8532658219337463,-0.20019778609275818,
154.0,32,0.43531888723373413,0.8095718622207642,0.010656739585101604,49.64876634922564
155.0,31,0.426211953163147,0.8501113653182983,-0.19660994410514832,
155.0,32,0.41523686051368713,0.7583128809928894,0.06456251442432404,102.18121158021175
156.0,31,0.4268289804458618,0.8523464798927307,-0.12194103747606277,
156.0,32,0.4066184163093567,0.7497809529304504,0.07680515199899673,117.65202930676547
157.0,31,0.42873695492744446,0.8514747619628906,-0.10198403149843216,
157.0,32,0.41472339630126953,0.7645618319511414,0.08919408172369003,97.8008179924892
158.0,31,0.43306827545166016,0.8481365442276001,-0.11804945766925812,
158.0,32,0.4239017069339752,0.8111836910247803,0.05320591479539871,42.95346318982906
